00000, 00000, 00000, 00000, 00000, 00000, 
00000, 00000, 00000, 00000, 00000, 00000, 
00000, 00000, 00000, 00000, 00000, 00000, 
2.37496e-02, -6.55451e-02, -1.35903e-02, 00000, 5.88455e-02, 2.37496e-02, 
-5.48740e-03, 1.65556e-02, 4.67327e-03, 00000, -1.46047e-02, -5.48740e-03, 
3.14945e-04, -1.10000e-03, -3.62171e-04, 00000, 9.48948e-04, 3.14945e-04, 
5.23278e-01, -1.28342e+00, 9.02228e-02, 00000, 1.19319e+00, 5.23278e-01, 
2.17227e-02, -7.56075e-02, 1.85578e-01, 00000, 7.65056e-02, 2.17227e-02, 
-7.31850e-02, 1.25156e-01, 4.44221e-02, 00000, -1.21844e-01, -7.31850e-02, 
-7.26220e-03, -9.43398e-03, -1.06677e-02, 00000, 3.98759e-03, -7.26220e-03, 
2.38622e-03, -1.09444e-02, -4.38101e-03, 00000, 9.11895e-03, 2.38622e-03, 
-6.35024e-06, 1.70336e-03, 8.32716e-04, 00000, -1.27391e-03, -6.35024e-06, 
5.82077e-14, -1.10021e+00, 5.97412e-01, 00000, 8.81978e-01, 5.82077e-14, 
-3.50870e-01, -3.22385e-02, 5.60378e-02, 00000, -1.04040e-01, -3.50870e-01, 
-2.39013e-02, -9.50328e-02, -6.86336e-02, 00000, 6.07665e-02, -2.39013e-02, 
1.88737e-02, 1.01706e-03, 5.25970e-03, 00000, 6.59278e-03, 1.88737e-02, 
2.29763e-03, 1.28174e-02, 7.23538e-03, 00000, -8.65207e-03, 2.29763e-03, 
-5.48697e-04, -1.87014e-03, -1.22326e-03, 00000, 1.17317e-03, -5.48697e-04, 
-7.08626e-01, -1.44733e+00, 5.65348e-01, 00000, 8.81978e-01, -7.08626e-01, 
-1.01325e-02, 8.10238e-03, 5.38305e-02, 00000, -7.19242e-03, -1.01325e-02, 
1.22218e-01, 1.05960e-01, 4.76531e-02, 00000, -3.33594e-02, 1.22218e-01, 
1.80415e-03, -1.51461e-03, -9.21301e-03, 00000, 1.35610e-03, 1.80415e-03, 
-5.35669e-03, -1.32711e-02, -9.82906e-03, 00000, 7.71360e-03, -5.35669e-03, 
4.19600e-04, 1.99186e-03, 1.81358e-03, 00000, -1.28419e-03, 4.19600e-04, 
-1.74825e-12, -1.10021e+00, 5.97412e-01, 00000, 8.81978e-01, -1.74825e-12, 
3.75756e-01, 1.45789e-02, -1.99822e-01, 00000, 1.19355e-01, 3.75756e-01, 
-2.17367e-02, -9.39538e-02, -9.46555e-02, 00000, 5.93556e-02, -2.17367e-02, 
-2.53145e-02, 5.42812e-03, 2.22655e-02, 00000, -1.25229e-02, -2.53145e-02, 
4.96729e-04, 1.45153e-02, 1.54704e-02, 00000, -1.02009e-02, 4.96729e-04, 
9.68886e-04, -2.89816e-03, -3.74923e-03, 00000, 2.40306e-03, 9.68886e-04, 
